,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
7189,2,0.0,1.0,1.0,45.0,3,1125,2
1603,2,1.0,1.0,1.0,55.0,2,1125,143
5585,2,1.0,1.0,1.0,90.0,6,1125,0
6229,4,1.0,1.0,4.0,120.0,6,30,1
5596,2,1.0,1.0,1.0,85.0,4,18,9
2600,2,1.0,1.0,2.0,66.0,2,35,19
5009,4,1.0,1.0,2.0,110.0,3,1125,70
3312,8,3.0,1.0,5.0,240.0,2,365,94
1807,6,2.0,2.0,3.0,330.0,30,1125,81
3569,1,1.0,1.0,1.0,70.0,3,1125,27
7995,2,0.0,1.0,1.0,55.0,150,1125,0
1690,2,1.0,1.0,1.0,43.0,3,1124,64
128,5,2.0,1.0,2.0,105.0,5,14,20
7680,2,1.0,2.0,1.0,70.0,2,15,2
5758,4,1.0,1.0,2.0,39.0,10,120,13
1650,3,1.0,1.0,2.0,80.0,3,1125,9
4520,4,1.0,1.0,2.0,70.0,7,30,7
3671,2,1.0,1.0,1.0,100.0,2,9,155
3072,5,2.0,1.0,3.0,49.0,4,1125,7
4096,3,1.0,1.0,2.0,190.0,3,1125,83
3579,4,2.0,1.0,2.0,89.0,4,1125,54
7461,2,1.0,2.0,1.0,89.0,1,1125,0
1373,7,4.0,3.0,7.0,295.0,3,30,12
5201,6,3.0,2.5,6.0,200.0,5,365,8
5020,3,0.0,1.0,2.0,58.0,3,30,86
1748,2,1.0,1.0,1.0,60.0,2,365,4
2979,1,1.0,1.0,1.0,52.0,1,20,37
5037,1,1.0,1.0,1.0,40.0,5,25,12
4361,4,1.0,1.0,3.0,120.0,14,1124,15
3472,2,1.0,1.0,1.0,30.0,2,6,21
3565,2,1.0,1.0,1.0,95.0,4,15,66
3530,2,0.0,1.0,1.0,80.0,3,1125,23
7540,6,3.0,1.0,4.0,250.0,7,1125,0
942,3,1.0,1.0,2.0,90.0,5,1125,33
1127,3,1.0,1.0,1.0,99.0,2,60,61
6017,2,0.0,1.0,2.0,70.0,2,6,0
3099,4,1.0,1.0,2.0,100.0,1,1125,3
7403,3,1.0,1.0,0.0,70.0,2,25,118
510,4,1.0,1.0,1.0,65.0,1,1125,289
7978,5,2.0,1.0,4.0,110.0,3,1125,33
3162,6,2.0,1.0,3.0,260.0,91,1125,29
1430,1,1.0,1.0,1.0,35.0,5,30,68
7484,4,1.0,1.0,2.0,50.0,3,1125,9
3787,3,1.0,1.0,2.0,64.0,3,1125,15
1644,1,1.0,1.0,1.0,38.0,3,30,411
6901,4,3.0,2.5,3.0,205.0,2,20,22
3152,4,2.0,1.5,2.0,56.0,2,25,36
7337,2,1.0,1.0,1.0,250.0,1,1125,1
4358,2,1.0,1.0,1.0,90.0,7,1125,1
6274,3,1.0,1.0,2.0,58.0,5,1125,0
7863,2,1.0,1.0,1.0,60.0,3,1125,6
6621,2,0.0,1.0,1.0,29.0,1,1125,1
147,3,1.0,1.0,2.0,135.0,3,20,95
7551,2,1.0,1.0,1.0,95.0,1,1125,81
1309,6,3.0,1.0,3.0,190.0,4,15,23
1921,2,1.0,1.0,2.0,80.0,30,305,21
4683,6,3.0,2.0,6.0,210.0,5,1125,22
664,2,1.0,1.0,1.0,84.0,3,730,62
2629,4,1.0,1.0,2.0,60.0,1,1125,2
1505,2,1.0,1.0,1.0,80.0,2,15,49
4664,2,1.0,1.0,1.0,34.0,1,1125,7
4113,1,1.0,1.0,1.0,45.0,3,1125,237
4238,2,0.0,1.0,1.0,72.0,2,15,65
1218,1,0.0,1.0,1.0,35.0,150,900,7
511,2,1.0,1.0,1.0,65.0,5,365,62
4723,3,1.0,1.0,2.0,75.0,3,365,41
3793,2,2.0,1.0,2.0,80.0,2,1125,0
319,2,1.0,1.0,1.0,60.0,10,365,35
5663,4,3.0,1.0,3.0,170.0,1,1125,0
7386,2,1.0,1.0,2.0,25.0,2,7,13
6298,4,1.0,1.0,0.0,80.0,3,365,28
5604,4,1.0,1.0,1.0,90.0,1,1125,0
5281,4,2.0,1.0,3.0,132.0,3,21,22
2591,4,2.0,1.0,2.0,300.0,2,66,58
2867,5,2.0,1.0,4.0,150.0,2,1125,82
4028,2,0.0,1.0,1.0,70.0,5,1125,14
6871,5,2.0,1.0,3.0,65.0,1,1125,32
1156,2,2.0,1.0,3.0,70.0,1,60,0
760,2,1.0,1.0,2.0,130.0,3,30,123
3990,5,2.0,1.0,2.0,140.0,4,120,49
6641,2,1.0,1.0,1.0,60.0,2,1125,19
4727,4,1.0,1.0,2.0,129.0,2,1125,4
1090,3,1.0,1.0,1.0,86.0,3,365,11
7168,2,1.0,1.0,1.0,49.0,3,16,2
646,4,2.0,1.0,2.0,160.0,4,180,52
2539,6,2.0,1.0,3.0,135.0,7,60,3
71,2,1.0,1.0,1.0,32.0,3,10,87
2279,2,1.0,1.5,1.0,45.0,3,30,100
6337,2,1.0,1.0,1.0,150.0,1,1125,0
7821,2,1.0,1.0,1.0,60.0,4,90,57
3171,2,1.0,1.0,1.0,85.0,2,7,263
6519,2,1.0,1.0,1.0,100.0,5,9,0
7428,2,1.0,1.0,1.0,70.0,30,1125,21
3119,4,2.0,1.0,3.0,165.0,5,15,16
2663,2,1.0,1.0,1.0,143.0,30,1125,8
4884,3,1.0,1.5,1.0,140.0,2,1125,39
2124,4,0.0,1.0,2.0,167.0,3,365,10
3583,2,1.0,1.0,1.0,59.0,3,31,108
4882,2,1.0,1.0,1.0,90.0,2,20,11
385,4,1.0,1.0,1.0,127.0,15,60,39
1667,3,1.0,1.0,1.0,120.0,4,365,163
4373,2,0.0,1.0,1.0,44.0,2,45,55
7981,2,0.0,1.0,1.0,55.0,1,7,204
5658,8,4.0,2.0,4.0,250.0,5,1125,7
1476,6,2.0,1.0,4.0,170.0,3,30,56
5754,4,2.0,1.0,3.0,65.0,3,1125,9
94,6,2.0,1.0,4.0,215.0,3,27,40
4829,6,2.0,1.0,3.0,128.0,1,1125,1
6126,4,1.0,1.0,1.0,70.0,3,7,18
3317,2,1.0,1.0,1.0,180.0,2,365,105
2962,4,1.0,1.0,2.0,60.0,2,1000,18
6505,4,1.0,1.0,3.0,80.0,2,1125,37
7618,2,1.0,1.0,1.0,69.0,3,1125,169
6469,3,0.0,1.0,2.0,52.0,1,1125,0
90,4,1.0,1.0,2.0,150.0,3,7,63
1065,4,2.0,1.0,0.0,83.0,7,21,21
2240,7,4.0,1.5,6.0,123.0,4,1125,6
4261,3,1.0,1.0,2.0,80.0,4,21,19
6655,2,1.0,1.0,1.0,38.0,12,80,1
2339,2,1.0,1.0,1.0,37.0,2,1125,276
2000,4,1.0,1.0,1.0,110.0,3,150,30
5245,4,2.0,1.0,3.0,79.0,2,1125,54
2403,1,1.0,0.5,2.0,50.0,4,60,3
4668,4,2.0,2.0,3.0,210.0,7,60,23
2854,2,1.0,1.0,1.0,98.0,4,21,46
6340,4,2.0,1.0,3.0,240.0,3,1125,9
5887,4,0.0,1.0,2.0,100.0,4,1125,13
6870,1,1.0,1.0,1.0,55.0,2,62,4
6220,3,1.0,1.0,2.0,60.0,1,1125,3
1823,4,1.0,1.0,2.0,100.0,3,30,71
927,2,0.0,1.0,2.0,99.0,3,90,286
2935,4,1.0,1.0,2.0,84.0,3,365,76
1506,2,1.0,1.0,0.0,130.0,1,365,218
1228,2,1.0,1.0,1.0,50.0,3,8,0
1134,4,2.0,2.0,0.0,200.0,3,30,117
3550,6,2.0,1.5,6.0,125.0,4,1125,2
5996,5,3.0,1.0,3.0,89.0,2,7,11
6582,4,1.0,1.0,1.0,160.0,90,1125,19
7737,2,0.0,1.0,0.0,129.0,1,1125,85
3835,1,1.0,1.5,1.0,44.0,2,1125,35
6770,3,1.0,1.0,1.0,45.0,1,1125,1
2438,6,3.0,3.5,3.0,900.0,14,45,4
5662,4,2.0,1.0,2.0,95.0,1,15,4
2141,4,2.0,1.0,2.0,155.0,2,300,90
2226,1,0.0,1.0,1.0,49.0,4,4,50
5776,4,1.0,1.0,2.0,140.0,4,1125,51
3839,2,1.0,1.0,1.0,89.0,2,1125,20
175,2,1.0,1.0,1.0,119.0,3,12,18
2037,6,3.0,2.0,3.0,180.0,5,14,4
7055,4,1.0,1.0,4.0,150.0,7,1125,18
6290,5,2.0,1.0,4.0,55.0,3,1125,7
3081,4,0.0,1.0,2.0,63.0,2,7,0
4284,3,1.0,1.0,3.0,50.0,30,305,116
6001,4,2.0,1.0,2.0,180.0,1,1125,0
3190,1,0.0,1.0,1.0,45.0,6,1125,49
5377,5,2.0,1.0,3.0,120.0,6,20,55
260,2,1.0,1.5,0.0,60.0,30,305,27
6316,5,2.0,2.0,3.0,200.0,1,1125,0
7028,2,1.0,1.0,0.0,85.0,2,1125,117
2831,2,1.0,1.0,1.0,60.0,30,305,71
7288,2,0.0,1.0,2.0,52.0,3,1125,1
431,5,3.0,1.5,3.0,80.0,1,365,6
1160,5,3.0,1.0,3.0,150.0,7,14,0
3019,3,2.0,1.0,2.0,108.0,3,7,110
6029,2,1.0,1.0,1.0,50.0,3,1125,5
7887,4,0.0,1.0,2.0,90.0,2,1125,23
2846,2,1.0,1.0,0.0,180.0,90,365,7
3481,5,2.0,1.0,4.0,95.0,2,30,30
3416,2,0.0,1.0,1.0,59.0,3,1125,96
899,3,1.0,1.0,2.0,60.0,7,15,2
4919,4,1.0,1.0,2.0,130.0,3,1125,164
7320,1,1.0,1.0,1.0,60.0,1,365,111
3339,5,2.0,1.0,3.0,150.0,4,35,5
204,2,1.0,1.0,2.0,40.0,7,730,6
7695,2,0.0,1.5,2.0,127.0,90,365,2
5650,4,1.0,1.0,2.0,100.0,5,1125,0
6237,1,1.0,1.0,1.0,30.0,10,1125,3
1042,4,2.0,1.0,2.0,160.0,3,30,95
2503,4,1.0,1.0,2.0,111.0,6,365,1
5299,2,1.0,1.0,0.0,128.0,3,60,44
152,1,1.0,1.0,1.0,27.0,7,365,36
4564,4,2.0,1.0,3.0,150.0,4,1125,4
5170,2,1.0,1.0,1.0,80.0,1,1125,0
2948,3,0.0,1.0,1.0,65.0,2,30,18
6080,3,0.0,1.0,2.0,105.0,30,300,476
2040,4,1.0,1.0,3.0,70.0,2,1125,19
1016,4,1.0,1.0,2.0,90.0,5,30,8
6552,2,1.0,1.0,1.0,50.0,2,10,27
3774,2,1.0,1.0,1.0,60.0,2,1125,1
4932,2,1.0,1.0,1.0,70.0,2,6,5
3446,6,2.0,1.0,4.0,210.0,30,305,110
820,4,1.0,1.0,4.0,160.0,2,7,32
4391,4,2.0,1.5,3.0,99.0,3,8,66
1451,4,1.0,1.0,3.0,95.0,4,14,7
3745,2,0.0,1.0,1.0,150.0,365,1125,0
618,6,4.0,2.0,6.0,250.0,7,1125,1
5288,6,3.0,2.0,5.0,205.0,5,60,29
6524,2,1.0,1.0,0.0,100.0,3,7,4
5515,4,2.0,1.0,2.0,190.0,3,1125,2
7778,6,2.0,1.5,4.0,265.0,5,60,49
489,2,1.0,1.0,1.0,69.0,2,1125,15
6510,2,1.0,1.0,1.0,77.0,5,31,117
5572,2,1.0,1.0,1.0,85.0,30,1125,3
1884,7,4.0,2.0,5.0,160.0,6,1125,16
7041,2,0.0,1.0,1.0,90.0,1,1125,0
6302,2,1.0,1.0,1.0,165.0,5,30,40
7871,5,2.0,1.0,2.0,100.0,3,365,0
3011,4,2.0,2.0,2.0,199.0,30,300,226
4947,4,2.0,1.0,2.0,83.0,7,1125,13
4100,1,1.0,1.0,1.0,25.0,5,1125,19
7955,2,1.0,1.0,1.0,108.0,2,30,9
4150,4,2.0,1.0,2.0,125.0,2,1125,29
4197,5,2.0,1.0,5.0,110.0,20,30,8
1829,2,1.0,1.0,1.0,100.0,2,10,18
4364,2,1.0,1.5,0.0,130.0,1,30,40
4943,2,1.0,1.0,1.0,85.0,5,8,7
2306,4,1.0,1.0,2.0,159.0,3,365,10
4606,2,1.0,1.0,1.0,39.0,1,30,262
7404,1,1.0,1.0,1.0,35.0,1,1125,82
3445,2,1.0,1.0,1.0,85.0,6,15,26
3971,4,1.0,1.0,2.0,99.0,2,25,119
3043,6,1.0,1.0,3.0,85.0,2,1125,305
5821,4,1.0,1.5,2.0,85.0,3,90,53
6420,4,2.0,1.0,2.0,250.0,1,1125,0
714,2,1.0,1.0,1.0,89.0,3,15,3
1444,6,3.0,1.0,3.0,200.0,3,365,17
506,2,1.0,1.0,1.0,35.0,21,120,17
3663,3,1.0,1.0,1.0,130.0,2,1125,58
4573,2,0.0,1.0,1.0,65.0,5,60,68
2775,2,1.0,1.0,1.0,110.0,3,1125,4
245,4,1.0,1.0,1.0,69.0,3,25,65
2587,2,1.0,1.0,1.0,52.0,2,21,3
2765,2,1.0,1.0,1.0,60.0,2,5,17
2889,4,1.0,1.0,1.0,90.0,2,7,15
3408,4,1.0,1.0,2.0,98.0,8,1124,40
7117,2,0.0,1.0,1.0,45.0,4,1125,10
7535,2,1.0,1.0,2.0,70.0,25,1125,48
6197,2,1.0,1.0,1.0,200.0,2,1125,5
3506,3,2.0,1.0,2.0,115.0,4,1125,22
7918,2,0.0,1.0,2.0,85.0,3,1125,0
6418,2,1.0,2.0,1.0,50.0,2,1125,81
1145,4,3.0,1.0,3.0,110.0,3,31,6
994,2,1.0,1.0,1.0,66.0,6,66,135
1091,2,1.0,1.0,1.0,75.0,1,10,73
3720,3,2.0,1.0,2.0,106.0,2,1125,72
3592,4,1.0,1.0,1.0,195.0,3,60,58
2071,3,1.0,1.0,1.0,153.0,3,365,4
7633,2,1.0,1.0,1.0,87.0,3,30,6
4058,2,1.0,1.0,1.0,82.0,1,8,296
6521,3,1.0,1.0,2.0,100.0,3,1125,10
6265,4,2.0,1.0,2.0,150.0,2,1125,10
2024,2,2.0,1.0,1.0,80.0,7,7,26
452,2,1.0,1.0,1.0,90.0,4,1125,94
6731,4,1.0,1.0,2.0,160.0,2,1125,0
3307,3,1.0,1.0,1.0,128.0,91,1125,3
4311,6,3.0,1.0,3.0,295.0,4,30,21
2189,3,1.0,1.5,1.0,120.0,3,365,51
7035,2,1.0,1.0,1.0,210.0,2,16,31
5459,2,1.0,1.0,1.0,35.0,1,1125,1
729,4,2.0,1.0,2.0,95.0,3,180,85
3050,2,0.0,1.0,1.0,65.0,40,40,13
2313,3,1.0,1.0,2.0,50.0,2,31,16
1135,3,1.0,1.0,1.0,95.0,3,21,0
4322,2,1.0,1.0,1.0,85.0,2,1125,11
4475,4,1.0,1.0,2.0,99.0,2,1125,3
7475,2,0.0,1.0,1.0,25.0,1,1125,0
5609,4,2.0,2.0,3.0,290.0,2,3,45
2834,4,1.0,1.0,2.0,50.0,3,1125,3
2390,2,1.0,1.0,1.0,75.0,7,30,0
3623,2,1.0,1.0,1.0,90.0,2,2,45
2261,2,1.0,1.0,2.0,110.0,3,1125,21
6429,3,1.0,1.0,2.0,90.0,1,1125,0
5839,6,3.0,1.5,6.0,195.0,4,15,40
2020,12,4.0,2.0,7.0,390.0,3,7,31
2188,2,1.0,1.0,1.0,42.0,3,30,11
3683,4,3.0,2.0,4.0,400.0,20,1125,3
4881,1,1.0,1.0,1.0,60.0,2,30,76
4305,2,1.0,1.0,1.0,180.0,5,90,136
356,2,1.0,1.0,1.0,110.0,2,90,2
1038,2,1.0,1.0,1.0,45.0,3,7,20
6726,2,1.0,1.0,1.0,60.0,4,20,77
6277,2,0.0,1.0,1.0,80.0,3,1125,60
3795,2,0.0,1.0,1.0,80.0,30,305,0
3215,2,2.0,1.0,2.0,50.0,1,1125,1
6805,2,1.0,1.0,1.0,80.0,4,1125,7
3596,4,2.0,1.0,2.0,200.0,4,1125,5
6579,4,2.0,1.5,2.0,145.0,4,90,36
1941,4,0.0,1.0,2.0,65.0,3,30,135
6771,4,2.0,1.0,2.0,90.0,2,1125,23
5526,2,2.0,1.0,1.0,139.0,4,15,0
3383,3,1.0,1.0,2.0,130.0,7,90,23
2428,2,1.0,1.0,1.0,90.0,1,5,0
6097,6,3.0,2.0,4.0,145.0,3,1125,35
5568,1,1.0,1.0,1.0,25.0,5,21,25
331,2,1.0,1.0,1.0,70.0,3,70,21
1881,2,1.0,1.0,1.0,50.0,2,1125,105
5997,2,1.0,1.0,1.0,55.0,1,1125,6
7519,6,2.0,1.0,3.0,80.0,1,1125,0
2179,4,1.0,1.0,2.0,150.0,2,1125,26
6225,4,1.0,1.0,2.0,150.0,3,365,8
6399,2,1.0,1.0,1.0,69.0,1,1125,17
5737,4,2.0,1.0,2.0,250.0,3,1125,2
7084,4,2.0,1.0,2.0,220.0,3,1125,73
7728,2,1.0,2.0,1.0,35.0,5,15,2
7655,3,1.0,1.0,1.0,65.0,3,1125,15
4000,3,0.0,1.0,3.0,69.0,3,31,243
5325,4,1.0,1.0,2.0,140.0,2,1125,23
351,2,1.0,1.0,1.0,125.0,4,500,57
6603,4,1.0,1.0,2.0,70.0,6,1125,6
5925,2,1.0,1.0,1.0,50.0,2,15,1
1071,2,1.0,1.0,1.0,95.0,3,15,9
6235,7,4.0,2.0,5.0,220.0,3,1124,30
5773,2,1.0,1.0,1.0,68.0,1,1125,8
156,3,1.0,1.0,2.0,90.0,2,730,193
5893,2,1.0,1.0,1.0,32.0,2,15,156
3546,2,1.0,1.0,1.0,85.0,3,1125,0
313,2,1.0,1.0,1.0,95.0,30,60,0
1937,2,1.0,1.0,1.0,115.0,1,14,9
5090,2,0.0,1.5,1.0,100.0,3,1125,0
3138,3,1.0,1.0,2.0,107.0,14,1125,3
5206,3,0.0,1.0,2.0,100.0,1,1125,0
6991,2,0.0,1.0,1.0,150.0,2,30,25
6292,2,1.0,1.0,1.0,195.0,4,1125,17
5927,2,1.0,1.0,1.0,80.0,4,30,11
4848,2,1.0,1.0,1.0,33.0,5,30,3
3464,3,0.0,1.0,1.0,65.0,1,1125,0
7053,2,1.0,1.0,1.0,125.0,3,15,7
5649,1,1.0,1.0,1.0,35.0,2,4,8
1707,6,2.0,1.0,3.0,66.0,2,1125,17
2370,4,2.0,2.0,0.0,325.0,3,365,10
924,4,1.0,1.0,1.0,86.0,3,1125,116
353,4,1.0,1.0,1.0,98.0,4,60,110
5070,2,1.0,1.0,1.0,80.0,2,1125,13
1509,2,1.0,1.0,0.0,78.0,4,90,124
5829,2,1.0,1.0,1.0,80.0,6,30,0
6517,3,1.0,1.0,1.0,55.0,2,1125,2
997,2,1.0,1.0,2.0,55.0,2,1125,23
7993,6,2.0,1.0,3.0,135.0,2,1125,114
3309,4,1.0,1.0,2.0,119.0,1,1125,39
2504,3,1.0,1.0,1.0,65.0,10,60,1
44,2,1.0,1.0,1.0,76.0,180,180,30
538,3,1.0,1.0,2.0,80.0,5,1125,34
480,2,1.0,1.0,1.0,70.0,2,180,62
7004,4,1.0,1.0,2.0,95.0,1,1125,0
2338,2,0.0,1.0,1.0,73.0,7,30,113
2408,5,2.0,1.0,3.0,220.0,6,30,7
6022,2,1.0,1.0,1.0,130.0,1,1125,0
6554,4,1.0,1.0,2.0,185.0,4,31,38
5365,3,0.0,1.0,2.0,62.0,5,1125,51
7872,2,1.0,1.0,1.0,73.0,3,1125,42
3281,2,1.0,1.0,1.0,52.0,2,1125,92
5314,6,3.0,2.0,3.0,600.0,4,15,2
1543,2,0.0,1.0,1.0,75.0,1,90,33
7162,2,1.0,1.0,1.0,90.0,2,15,180
2411,4,1.0,1.0,1.0,80.0,6,1125,21
830,2,0.0,1.0,1.0,72.0,4,60,2
701,4,1.0,1.0,1.0,110.0,2,1125,115
4931,2,1.0,1.0,1.0,55.0,3,1125,13
3545,2,1.0,1.0,1.0,40.0,6,30,10
1974,2,1.0,1.0,2.0,70.0,4,20,77
4042,1,1.0,1.0,1.0,40.0,2,4,95
5800,2,0.0,1.0,1.0,55.0,2,1125,2
4389,3,1.0,1.0,2.0,99.0,4,1125,149
5437,2,1.0,1.0,1.0,68.0,2,1125,74
5353,4,1.0,1.0,2.0,64.0,7,20,8
1361,2,0.0,1.0,1.0,50.0,30,365,57
4951,3,1.0,1.0,2.0,85.0,3,15,10
6596,2,1.0,1.0,1.0,85.0,3,1125,82
4017,3,1.0,1.0,1.0,75.0,5,80,5
6128,4,2.0,2.0,2.0,350.0,4,120,54
1055,2,1.0,1.0,1.0,85.0,3,30,0
6904,2,0.0,1.5,1.0,93.0,3,1125,150
4237,2,2.0,1.0,2.0,200.0,2,1125,74
2308,2,1.0,1.0,1.0,85.0,2,10,4
4057,2,1.0,1.0,1.0,60.0,1,1125,0
5774,4,2.0,1.0,2.0,250.0,7,20,0
4707,4,1.0,1.0,2.0,89.0,1,90,58
7826,4,1.0,1.0,0.0,130.0,5,90,99
6739,3,2.0,1.0,2.0,220.0,1,1125,217
500,2,0.0,1.0,1.0,60.0,60,730,0
5743,4,2.0,1.0,4.0,85.0,4,20,5
1785,1,1.0,1.0,1.0,47.0,3,10,259
461,4,2.0,1.0,2.0,88.0,2,27,28
2671,4,2.0,1.0,2.0,140.0,5,1125,9
7650,4,2.0,1.0,2.0,180.0,1,1125,0
231,6,1.0,1.0,3.0,70.0,10,120,6
1030,6,3.0,1.0,3.0,220.0,6,90,25
3952,2,1.0,1.0,1.0,75.0,3,1125,31
974,3,1.0,1.0,2.0,50.0,2,1125,2
4589,4,1.0,1.0,2.0,99.0,2,1125,156
6979,14,6.0,5.5,8.0,500.0,4,30,64
7389,3,0.0,1.0,0.0,80.0,2,14,125
3342,2,1.0,1.0,1.0,120.0,7,1125,8
4009,4,1.0,1.0,2.0,200.0,2,1125,143
4207,2,1.0,1.5,1.0,59.0,5,14,4
5409,2,1.0,1.0,1.0,59.0,5,365,24
6855,2,1.0,1.0,1.0,50.0,4,30,17
6473,2,1.0,1.0,1.0,60.0,6,1125,15
4580,6,3.0,3.0,3.0,158.0,2,1125,19
6486,2,1.0,1.0,2.0,65.0,30,1125,13
7051,2,1.0,1.0,1.0,69.0,3,30,13
1404,5,3.0,3.0,5.0,200.0,6,30,5
5516,2,0.0,1.0,1.0,60.0,15,1125,23
6203,2,1.0,1.0,1.0,69.0,14,1125,0
3563,2,1.0,1.0,1.0,75.0,4,1125,2
4810,2,1.0,1.0,1.0,64.0,5,27,52
7705,2,1.0,1.0,1.0,100.0,30,60,13
4936,4,1.0,1.0,1.0,120.0,4,1125,3
1064,2,1.0,1.0,1.0,45.0,3,60,22
3313,4,1.0,1.0,1.0,150.0,1,1125,19
6465,2,1.0,1.0,1.0,110.0,3,1125,52
2323,2,0.0,1.0,2.0,168.0,4,90,50
488,4,2.0,1.5,3.0,269.0,2,60,5
3448,4,2.0,1.0,2.0,110.0,3,1125,9
1524,2,1.0,1.0,1.0,46.0,2,1125,1
3648,2,1.0,1.0,1.0,40.0,2,1125,2
790,4,2.0,1.0,3.0,100.0,3,14,41
4424,2,1.0,1.0,1.0,125.0,2,1125,49
1131,3,2.0,1.0,3.0,90.0,1,30,9
5295,3,1.0,1.0,1.0,72.0,7,1125,3
3449,4,1.0,1.0,2.0,96.0,3,15,45
6783,1,1.0,1.0,1.0,35.0,1,1125,0
1434,1,1.0,1.0,1.0,39.0,2,5,46
4496,2,0.0,1.0,1.0,63.0,30,90,34
5904,2,1.0,1.0,1.0,70.0,2,1125,2
705,2,1.0,1.0,1.0,70.0,1,1125,10
4935,4,2.0,2.0,2.0,500.0,3,1125,27
993,1,1.0,1.0,2.0,35.0,3,1125,3
3685,2,1.0,1.0,1.0,58.0,10,50,34
101,3,2.0,1.0,2.0,130.0,5,30,50
7749,4,2.0,1.0,3.0,258.0,3,365,12
6047,4,2.0,1.0,2.0,50.0,10,25,25
5278,2,0.0,1.0,1.0,80.0,2,14,2
1700,6,2.0,1.5,3.0,220.0,2,720,98
2460,3,2.0,1.0,3.0,140.0,6,50,5
4574,2,1.0,1.0,0.0,59.0,2,1125,1
7957,4,1.0,1.0,2.0,120.0,1,4,1
4206,2,0.0,1.0,1.0,115.0,3,1125,160
2648,2,1.0,1.0,1.0,110.0,3,14,11
4289,2,0.0,1.0,1.0,85.0,10,90,42
7932,4,1.0,1.0,2.0,90.0,5,1125,0
3732,4,2.0,1.0,2.0,145.0,4,365,20
411,2,1.0,1.0,1.0,200.0,4,15,139
5113,2,1.0,1.0,1.0,80.0,3,30,28
3968,2,0.0,1.0,1.0,83.0,30,305,32
6788,3,0.0,1.0,2.0,65.0,3,30,218
4643,2,0.0,1.0,2.0,54.0,2,1125,218
3182,2,0.0,1.0,1.0,39.0,3,6,38
3736,4,1.0,1.5,0.0,53.0,3,30,9
1151,2,1.0,1.0,1.0,38.0,7,330,22
1602,3,1.0,1.0,1.0,120.0,3,120,10
3641,2,1.0,1.0,1.0,57.0,5,1125,25
940,2,1.0,1.0,1.0,80.0,5,15,22
2102,4,1.0,1.0,2.0,120.0,365,365,16
432,1,1.0,1.0,1.0,38.0,10,60,59
6930,3,1.0,1.0,1.0,70.0,2,1125,31
4339,4,3.0,2.0,3.0,169.0,3,1125,15
6832,2,1.0,1.0,1.0,68.0,4,1124,10
5275,2,1.0,1.0,2.0,75.0,4,15,0
3085,2,1.0,2.0,1.0,70.0,3,21,34
4507,2,1.0,1.0,1.0,50.0,2,7,3
5539,4,1.0,1.0,2.0,75.0,2,1125,3
3387,6,3.0,1.0,4.0,170.0,3,15,88
2035,4,2.0,1.0,3.0,74.0,6,90,1
854,2,1.0,1.0,1.0,100.0,4,1125,22
5955,2,1.0,5.0,1.0,120.0,1,1125,0
437,4,1.0,1.0,1.0,74.0,1,999,121
5610,4,1.0,1.0,2.0,75.0,4,1125,1
6321,3,1.0,1.0,1.0,130.0,4,180,19
1580,4,1.0,1.0,0.0,109.0,2,365,257
2532,4,1.0,1.0,1.0,90.0,1,9,1
822,4,0.0,1.0,2.0,130.0,2,365,105
4363,2,1.0,2.5,1.0,175.0,7,365,13
2337,2,1.0,1.0,2.0,50.0,2,1125,5
474,3,1.0,1.0,1.0,70.0,3,60,5
1388,1,1.0,1.0,1.0,70.0,2,65,0
1239,2,1.0,7.0,1.0,28.0,1,100,216
4486,2,0.0,1.0,1.0,49.0,2,1125,44
1741,2,1.0,1.0,1.0,60.0,3,12,23
2511,5,3.0,2.0,3.0,190.0,4,1125,17
7779,3,2.0,1.0,2.0,200.0,3,1125,0
3090,3,0.0,1.0,2.0,44.0,7,1125,6
267,2,1.0,1.0,1.0,69.0,1,40,48
5060,3,1.0,1.0,1.0,43.0,4,30,4
3721,6,2.0,1.0,4.0,240.0,4,1125,173
6339,2,0.0,1.0,1.0,60.0,2,1125,2
24,3,2.0,1.0,2.0,110.0,2,15,3
3510,2,1.0,1.0,1.0,150.0,365,1125,3
1653,4,2.0,1.0,2.0,150.0,2,14,29
1900,5,2.0,1.0,5.0,139.0,3,58,152
3248,2,1.0,1.0,1.0,98.0,2,1125,0
5817,2,0.0,1.0,1.0,40.0,2,1125,1
3389,2,0.0,1.0,1.0,75.0,28,1125,117
4925,6,3.0,2.0,5.0,490.0,1,1125,35
7934,2,1.0,1.0,1.0,51.0,2,1125,15
5918,4,2.0,1.0,2.0,150.0,3,1125,0
5263,4,1.0,1.0,2.0,70.0,3,1125,3
1225,4,2.0,1.0,2.0,160.0,4,31,36
3594,2,1.0,1.0,1.0,75.0,4,60,80
7353,7,3.0,2.0,3.0,323.0,2,15,8
2822,4,2.0,1.0,3.0,132.0,15,30,4
5252,3,1.0,1.0,2.0,100.0,4,1125,55
6675,2,1.0,1.0,1.0,110.0,4,20,106
594,2,1.0,1.0,0.0,100.0,2,362,239
5151,2,1.0,1.0,1.0,60.0,1,1,158
5440,4,1.0,1.0,2.0,80.0,3,22,16
7746,5,2.0,1.0,3.0,110.0,20,120,21
3742,6,3.0,2.0,5.0,135.0,4,24,21
5051,2,1.0,1.0,1.0,160.0,5,21,92
6037,2,1.0,1.0,1.0,55.0,2,1125,68
