,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
118,5,2.0,1.5,2.0,150.0,4,305,45
3034,4,2.0,1.0,3.0,89.0,30,300,6
581,8,4.0,1.0,5.0,243.0,2,40,66
1208,2,0.0,1.0,1.0,40.0,30,305,24
2110,2,0.0,1.0,1.0,170.0,3,9,76
596,4,2.0,1.0,2.0,100.0,4,30,8
7210,2,1.0,1.0,1.0,79.0,5,30,58
5919,4,1.0,1.0,4.0,130.0,3,120,97
2960,2,1.0,1.0,1.0,80.0,3,1125,9
6676,2,1.0,1.0,0.0,59.0,30,300,30
7875,3,1.0,1.0,1.0,110.0,4,30,0
7804,2,1.0,1.0,1.0,80.0,7,21,0
1503,4,1.0,1.0,2.0,70.0,7,30,0
1399,2,1.0,1.0,1.0,200.0,3,7,1
6334,2,0.0,1.0,1.0,55.0,2,1125,2
1392,5,2.0,1.0,3.0,130.0,2,5,4
6927,4,1.0,1.0,2.0,90.0,4,30,203
583,2,1.0,1.5,1.0,168.0,2,60,91
5251,3,1.0,1.0,2.0,90.0,2,1125,0
2093,2,1.0,1.0,1.0,65.0,4,13,25
3178,4,1.0,1.0,2.0,99.0,1,1125,5
4263,3,1.0,1.0,2.0,84.0,20,60,1
1311,2,1.0,1.0,1.0,110.0,1,7,152
3132,3,1.0,1.0,2.0,75.0,6,14,0
6525,4,2.0,1.0,2.0,60.0,7,32,6
666,2,1.0,1.0,1.0,37.0,2,1125,8
6658,2,1.0,1.0,1.0,44.0,2,15,31
2620,3,2.0,1.5,2.0,125.0,3,1125,3
1609,4,1.0,1.0,1.0,80.0,5,1125,8
7822,2,1.0,1.0,1.0,98.0,3,1125,5
6894,3,1.0,1.0,0.0,95.0,1,1125,53
4135,5,3.0,2.5,3.0,650.0,7,30,19
2136,4,1.0,1.0,1.0,60.0,2,30,16
6868,2,1.0,1.0,1.0,23.0,3,1125,18
5772,4,2.0,0.5,2.0,125.0,4,21,0
5349,2,1.0,1.5,1.0,130.0,4,1125,0
7585,8,3.0,2.0,5.0,380.0,3,8,0
7213,4,3.0,1.0,4.0,243.0,3,10,0
2210,2,1.0,1.0,1.0,145.0,2,30,61
2747,2,1.0,1.0,1.0,240.0,5,18,38
546,2,1.0,1.0,1.0,75.0,4,120,2
983,2,0.0,1.0,1.0,88.0,9,1125,8
5793,2,0.0,1.0,1.0,60.0,4,1125,10
415,2,1.0,1.0,0.0,50.0,2,1125,2
1944,4,1.0,1.0,1.0,95.0,1,1125,282
3525,2,1.0,1.0,1.0,70.0,2,1125,0
3261,2,0.0,1.0,1.0,135.0,2,30,201
2371,4,1.0,1.0,2.0,55.0,12,90,8
6011,8,3.0,1.0,6.0,117.0,4,1125,4
4548,2,1.0,1.0,1.0,70.0,2,65,30
3522,2,1.0,1.0,0.0,70.0,91,366,0
2126,2,0.0,1.0,1.0,137.0,3,365,1
263,4,2.0,1.0,2.0,130.0,3,30,20
7393,2,0.0,1.0,1.0,45.0,3,6,90
6626,4,1.0,1.0,2.0,69.0,2,15,0
233,2,1.0,1.0,1.0,89.0,2,730,1
281,2,2.0,1.0,2.0,85.0,5,1125,10
4451,4,2.0,1.0,3.0,100.0,3,1125,8
5266,4,1.0,1.0,2.0,60.0,5,365,12
2163,6,2.0,1.0,3.0,184.0,3,366,18
1092,2,1.0,1.0,1.0,50.0,3,1125,6
7939,6,3.0,2.0,4.0,245.0,4,1125,18
290,6,2.0,1.5,5.0,90.0,270,1825,4
7880,2,1.0,1.0,1.0,70.0,1,1,21
3677,4,1.0,1.5,1.0,125.0,3,60,5
3816,3,1.0,1.0,2.0,134.0,2,15,7
5895,4,1.0,1.0,2.0,150.0,3,90,102
4905,2,1.0,1.5,1.0,85.0,3,9,4
210,4,1.0,1.0,2.0,50.0,1,730,90
5502,3,2.0,2.0,2.0,240.0,4,30,23
1634,4,1.0,1.0,0.0,70.0,6,30,34
2949,2,1.0,1.0,1.0,90.0,5,1125,26
2373,3,1.0,1.0,2.0,189.0,2,95,28
3693,2,0.0,1.0,1.0,73.0,2,1124,53
1984,4,1.0,1.0,1.0,65.0,3,28,200
3791,6,2.0,1.0,4.0,98.0,6,1125,2
3236,4,1.0,1.0,2.0,155.0,30,1125,0
7222,2,0.0,1.0,0.0,50.0,20,120,10
134,4,1.0,1.0,3.0,80.0,3,365,119
4744,11,4.0,2.5,9.0,485.0,3,35,181
227,4,1.0,1.0,3.0,80.0,4,180,169
6761,2,0.0,1.0,1.0,45.0,1,31,8
1678,4,0.0,1.0,2.0,100.0,90,181,48
6013,4,1.0,1.0,3.0,115.0,5,30,77
4350,4,1.0,1.0,3.0,79.0,4,365,254
6729,5,2.0,1.0,3.0,140.0,2,900,23
7765,2,1.0,1.0,1.0,95.0,1,8,11
1320,2,1.0,1.0,1.0,70.0,3,21,56
4347,4,1.0,1.0,0.0,160.0,2,90,70
7196,4,2.0,1.0,2.0,99.0,3,60,4
4244,6,3.0,2.0,5.0,125.0,7,365,15
2488,6,2.0,1.0,3.0,100.0,3,15,19
614,4,1.0,2.0,3.0,84.0,6,70,95
5185,4,2.0,1.0,2.0,100.0,2,1125,0
6834,2,0.0,1.0,1.0,45.0,2,30,3
2876,4,2.0,1.0,1.0,105.0,10,360,25
316,2,1.0,1.0,1.0,50.0,6,365,0
7247,1,1.0,0.5,1.0,35.0,7,1125,10
7391,6,2.0,1.0,2.0,180.0,3,10,39
7640,3,1.0,1.0,1.0,90.0,7,60,0
2926,2,1.0,1.0,1.0,70.0,5,1125,1
1211,2,1.0,1.0,1.0,35.0,3,300,9
7867,5,3.0,2.0,4.0,200.0,5,1125,9
4105,2,1.0,1.0,1.0,150.0,3,1125,6
1295,4,1.0,1.0,0.0,140.0,3,365,40
5131,2,1.0,1.0,1.0,55.0,2,60,326
2034,4,2.0,1.0,2.0,130.0,5,28,59
1380,4,1.0,1.0,2.0,80.0,5,31,7
5075,6,3.0,1.5,4.0,270.0,4,45,39
1763,1,2.0,1.0,1.0,35.0,3,16,59
4617,5,2.0,2.0,2.0,170.0,3,1125,34
7835,6,2.0,1.0,3.0,280.0,3,1125,48
5972,3,2.0,1.0,3.0,140.0,3,30,76
565,2,1.0,1.0,1.0,80.0,7,90,34
1674,6,3.0,1.0,4.0,220.0,3,15,48
5734,6,2.0,1.0,3.0,150.0,3,30,7
2099,4,1.0,1.0,3.0,79.0,5,365,133
6951,1,1.0,1.0,1.0,80.0,1,1125,51
4912,2,0.0,1.0,1.0,50.0,2,1125,6
7819,2,1.0,1.0,1.0,99.0,5,1125,46
2123,4,2.0,1.0,2.0,250.0,5,120,56
1353,2,1.0,7.0,2.0,24.0,1,100,115
3473,2,2.0,1.0,2.0,64.0,4,1125,6
7009,2,1.0,1.0,1.0,42.0,4,1125,32
6019,4,2.0,1.0,3.0,120.0,3,1125,4
6648,2,0.0,1.0,1.0,150.0,1,1125,0
5264,2,0.0,1.0,1.0,130.0,3,90,37
3756,2,0.0,1.0,1.0,86.0,3,1125,157
1161,4,1.0,1.0,2.0,95.0,3,30,8
6929,2,0.0,1.0,1.0,45.0,2,1125,36
2239,4,1.0,1.0,2.0,80.0,2,365,57
6629,4,2.0,1.0,3.0,90.0,7,1125,0
2484,2,1.0,1.0,1.0,50.0,1,1125,1
6500,5,2.0,1.0,2.0,229.0,2,1125,18
2932,2,1.0,1.0,1.0,50.0,4,30,50
4092,4,2.0,1.0,2.0,140.0,1,1125,39
1097,4,1.0,1.0,1.0,139.0,4,30,13
2899,2,1.0,1.0,1.0,50.0,7,30,11
5541,2,0.0,1.0,1.0,90.0,2,1125,4
5045,4,2.0,1.0,1.0,37.0,3,25,116
7216,1,1.0,1.0,1.0,48.0,1,1125,42
7776,2,1.0,1.0,2.0,68.0,5,1125,0
2058,4,1.0,1.0,2.0,70.0,4,1125,101
7613,2,1.0,1.0,1.0,53.0,5,30,72
6152,2,1.0,1.0,1.0,40.0,8,1125,2
3151,2,0.0,1.0,1.0,109.0,91,1125,8
7687,4,1.0,1.0,2.0,50.0,2,1125,0
7349,2,0.0,1.0,1.0,73.0,2,1125,36
5247,6,3.0,2.5,5.0,360.0,7,21,0
1859,6,2.0,1.0,3.0,190.0,5,90,74
6864,4,1.0,1.0,2.0,70.0,1,1125,0
3669,5,2.0,1.0,2.0,199.0,2,180,199
2492,4,2.0,1.0,3.0,100.0,3,60,35
2346,4,1.0,1.0,1.0,99.0,2,1125,16
6669,6,3.0,2.0,4.0,499.0,2,1125,16
7662,4,2.0,1.0,1.0,85.0,3,1124,26
907,2,1.0,1.0,1.0,120.0,10,365,43
4616,2,1.0,1.0,1.0,120.0,4,1125,17
645,5,2.0,2.0,4.0,349.0,7,1125,10
221,4,3.0,2.5,3.0,180.0,2,730,2
4396,3,2.0,1.0,2.0,80.0,6,35,60
7449,4,2.0,1.0,2.0,200.0,30,305,23
5841,4,0.0,1.0,2.0,130.0,2,1125,315
6472,2,0.0,1.0,1.0,55.0,3,365,4
4449,5,3.0,1.0,3.0,250.0,3,14,19
1284,6,2.0,1.0,2.0,120.0,3,30,5
3158,7,2.0,1.5,3.0,133.0,7,1125,25
4139,4,1.0,1.0,2.0,110.0,3,1125,11
998,4,1.0,1.0,3.0,114.0,4,30,98
3246,2,1.0,1.0,1.0,55.0,3,1125,234
2741,2,1.0,1.0,1.0,60.0,3,28,14
960,4,2.0,1.0,2.0,100.0,7,15,0
5560,5,3.0,1.0,3.0,300.0,3,1125,20
6069,6,3.0,2.0,3.0,199.0,3,1125,2
3895,4,1.0,1.0,1.0,141.0,3,1125,12
5711,4,1.0,1.0,2.0,125.0,2,30,50
4933,2,1.0,1.0,1.0,120.0,2,1125,177
1077,6,3.0,1.0,1.0,80.0,3,1125,8
937,4,1.0,1.0,2.0,38.0,1,10,3
5147,2,1.0,1.0,1.0,94.0,5,1125,0
617,5,2.0,1.0,3.0,135.0,3,1125,199
4913,4,1.0,1.0,1.0,60.0,3,1125,11
7874,2,1.0,1.0,1.0,63.0,2,8,6
7017,3,1.0,1.0,1.0,120.0,3,5,5
2355,4,1.0,1.0,2.0,90.0,2,1125,37
656,2,1.0,1.0,1.0,63.0,4,30,38
4741,2,0.0,1.0,1.0,70.0,2,365,21
6348,2,1.0,1.0,1.0,70.0,31,306,12
3144,2,1.0,1.0,1.0,45.0,10,365,38
2144,4,1.0,1.0,1.0,60.0,2,31,89
2132,5,2.0,2.0,3.0,208.0,3,365,8
6008,2,1.0,1.0,1.0,40.0,3,1125,3
6198,2,0.0,1.0,1.0,250.0,1,1125,0
215,2,0.0,1.5,1.0,65.0,4,365,110
1460,2,1.0,1.0,1.0,100.0,2,1125,9
625,4,2.0,1.0,2.0,125.0,2,30,11
2451,2,1.0,1.0,1.0,90.0,2,5,12
3935,4,1.0,1.0,2.0,90.0,3,1125,219
2863,4,1.0,1.0,2.0,150.0,6,40,38
7802,5,1.0,1.5,3.0,180.0,3,60,28
3587,2,1.0,1.0,1.0,60.0,4,1125,7
3189,4,1.0,1.0,1.0,145.0,3,1125,13
4567,2,1.0,1.0,1.0,20.0,3,365,2
3115,4,1.0,1.0,2.0,95.0,6,300,188
7033,2,1.0,1.0,1.0,125.0,3,15,61
3201,10,2.0,2.5,7.0,122.0,3,8,191
7385,4,1.0,1.0,2.0,65.0,2,1125,2
2205,4,2.0,1.0,2.0,100.0,5,1125,0
6931,2,2.0,1.0,1.0,50.0,3,90,1
282,2,1.0,1.0,1.0,75.0,3,30,205
6508,2,1.0,1.0,1.0,70.0,1,1125,0
6138,3,0.0,1.0,1.0,60.0,1,1125,33
3912,2,1.0,1.0,1.0,52.0,1,1125,2
4600,5,2.0,1.0,3.0,115.0,2,12,86
7005,1,1.0,0.0,1.0,15.0,1,1125,0
5620,4,1.0,1.0,2.0,50.0,5,20,15
1577,2,1.0,1.0,1.0,80.0,4,14,0
5157,2,1.0,1.0,1.0,100.0,3,20,0
1191,4,1.0,1.0,2.0,90.0,300,300,2
305,2,1.0,1.0,1.0,85.0,1,60,88
2853,2,1.0,1.0,1.0,50.0,5,1125,1
2158,2,1.0,1.0,1.0,55.0,2,5,75
4310,4,3.0,2.0,4.0,410.0,31,365,18
76,4,2.0,1.5,2.0,99.0,3,15,202
1527,2,1.0,1.0,1.0,99.0,2,30,135
5172,3,1.0,1.0,2.0,82.0,3,14,27
4535,2,1.0,1.0,1.0,75.0,2,1125,24
7275,5,2.0,1.0,2.0,229.0,1,1125,30
1479,3,0.0,1.0,2.0,105.0,3,16,44
6155,2,1.0,1.0,1.0,50.0,1,1125,45
1705,2,1.0,1.0,2.0,150.0,5,90,47
2100,2,1.0,1.0,1.0,65.0,4,31,28
1584,2,1.0,2.0,2.0,125.0,15,330,2
734,2,1.0,1.0,1.0,40.0,120,365,1
491,4,2.0,1.0,2.0,190.0,2,21,13
6361,4,2.0,1.0,2.0,139.0,2,12,36
4701,1,1.0,1.0,1.0,20.0,30,90,3
3459,4,1.0,1.5,3.0,120.0,3,14,0
7961,7,3.0,1.0,5.0,175.0,2,1125,11
6679,2,1.0,1.0,2.0,50.0,1,1125,2
7497,2,1.0,1.0,1.0,39.0,5,1125,52
1954,2,1.0,1.0,1.0,85.0,3,1125,17
7536,5,2.0,1.0,3.0,369.0,2,1125,160
2486,4,2.0,1.0,3.0,190.0,30,300,12
5014,1,1.0,1.0,1.0,69.0,2,1125,97
3373,2,0.0,1.0,1.0,121.0,20,60,22
7284,2,0.0,1.0,1.0,70.0,2,1124,42
4717,5,1.0,2.0,1.0,254.0,2,30,171
6755,4,1.0,1.0,2.0,35.0,6,14,3
144,2,1.0,1.0,0.0,180.0,3,730,44
682,2,1.0,1.0,3.0,55.0,2,14,10
4777,1,1.0,1.0,0.0,44.0,2,1125,32
4074,1,1.0,1.0,1.0,30.0,1,1125,3
7427,4,2.0,2.0,3.0,350.0,5,30,19
6515,2,0.0,1.0,1.0,100.0,1,1125,0
2997,2,1.0,1.0,1.0,40.0,2,6,64
863,5,3.0,2.0,3.0,290.0,5,200,77
2585,4,2.0,1.0,2.0,110.0,3,1125,0
7647,4,2.0,1.0,3.0,99.0,1,365,129
2574,4,1.0,1.0,2.0,120.0,4,1125,40
3904,1,1.0,1.0,1.0,56.0,2,30,196
5847,2,1.0,1.0,1.0,130.0,3,1125,2
7951,2,1.0,1.0,1.0,200.0,1,1125,0
1755,2,1.0,1.0,1.0,73.0,3,1125,96
6837,4,1.0,1.5,1.0,120.0,4,1125,0
6467,4,1.0,1.0,2.0,85.0,2,1125,3
2996,2,1.0,1.0,1.0,45.0,4,30,7
5629,4,1.0,1.0,2.0,50.0,2,60,1
6266,2,1.0,1.0,2.0,50.0,2,1125,0
2719,6,2.0,1.0,3.0,119.0,3,30,40
122,2,1.0,1.0,1.0,65.0,2,40,187
300,2,1.0,1.0,1.0,76.0,90,365,166
4256,2,1.0,1.0,1.0,60.0,6,1125,0
2056,3,1.0,1.0,1.0,79.0,3,61,222
1491,2,1.0,1.0,1.0,32.0,6,365,10
7471,4,1.0,1.0,1.0,32.0,3,14,29
588,3,2.0,1.0,2.0,115.0,7,20,47
6571,2,1.0,1.5,1.0,70.0,3,30,5
5642,4,1.0,1.0,4.0,140.0,3,30,119
3882,2,1.0,1.0,1.0,130.0,4,200,23
213,4,1.0,1.0,1.0,100.0,5,730,22
2791,3,1.0,1.0,1.0,80.0,4,8,1
6006,6,3.0,2.0,3.0,80.0,3,1125,0
5092,2,0.0,1.0,1.0,85.0,3,365,33
951,4,2.0,2.0,2.0,150.0,7,365,21
4319,5,1.0,1.5,2.0,60.0,4,30,214
5219,2,0.0,1.0,1.0,50.0,2,10,105
7130,2,1.0,1.0,1.0,60.0,1,1125,0
2255,5,3.0,2.0,5.0,250.0,3,1125,31
5396,4,2.0,1.0,4.0,100.0,3,30,5
5162,2,1.0,1.0,1.0,53.0,5,1125,0
636,2,1.0,1.5,0.0,90.0,4,1125,22
6659,2,1.0,1.0,1.0,75.0,3,21,14
446,3,1.0,1.0,2.0,130.0,5,1125,33
291,2,1.0,1.0,1.0,55.0,3,30,135
6647,3,2.0,1.0,3.0,70.0,6,20,0
526,2,1.0,1.0,2.0,45.0,15,365,8
635,4,2.0,1.0,3.0,315.0,7,30,3
7239,4,1.0,1.0,2.0,51.0,8,1125,43
534,4,1.0,1.0,0.0,72.0,1,60,291
2832,2,1.0,1.0,1.0,249.0,4,80,25
4666,8,4.0,2.0,4.0,500.0,2,1125,11
7108,4,2.0,1.0,2.0,265.0,5,1125,44
4584,2,0.0,1.0,1.0,96.0,270,305,16
4911,2,1.0,1.0,1.0,105.0,5,120,145
7144,4,2.0,1.0,2.0,150.0,2,1125,48
3357,3,1.0,1.0,3.0,120.0,3,1125,51
7408,2,0.0,1.0,1.0,52.0,2,15,29
5986,2,1.0,1.0,1.0,58.0,2,21,7
1147,2,1.0,1.0,2.0,50.0,180,1825,0
3096,2,1.0,1.0,0.0,25.0,28,1125,2
5155,2,1.0,1.0,1.0,70.0,2,15,27
7378,4,1.0,1.0,2.0,70.0,2,1125,0
2092,4,2.0,1.0,3.0,140.0,3,14,107
4769,4,1.0,1.0,2.0,85.0,1,1125,5
497,4,1.0,1.0,3.0,35.0,6,45,22
4561,5,3.0,1.0,3.0,135.0,7,15,3
2657,2,1.0,1.0,2.0,38.0,2,13,11
4822,2,0.0,1.0,1.0,80.0,4,31,5
2726,4,0.0,1.0,0.0,79.0,4,1125,44
2639,2,1.0,1.0,1.0,50.0,15,22,0
1472,3,1.0,1.0,1.0,200.0,3,60,1
6690,4,2.0,1.0,2.0,95.0,5,1125,3
5107,4,1.0,1.0,2.0,115.0,30,305,151
3097,3,1.0,1.0,1.0,50.0,5,14,78
751,4,1.0,1.0,2.0,140.0,5,17,115
3279,3,1.0,1.0,1.0,120.0,2,30,44
7114,4,1.0,1.0,2.0,110.0,3,7,26
3030,2,1.0,1.0,1.0,165.0,91,1125,24
1955,2,1.0,1.0,1.0,99.0,3,30,71
7637,2,0.0,1.0,1.0,65.0,4,1125,114
4934,2,0.0,1.0,1.0,69.0,5,300,92
2237,2,1.0,1.0,1.0,150.0,2,40,92
3938,3,0.0,1.0,2.0,121.0,2,20,0
7825,4,1.0,1.0,2.0,65.0,4,365,5
2043,2,1.0,1.0,1.0,99.0,3,1125,20
2861,2,0.0,1.0,0.0,55.0,90,1125,158
3006,4,1.0,1.0,1.0,70.0,2,1125,1
6810,4,1.0,1.0,2.0,80.0,1,1125,0
740,2,1.0,1.0,1.0,64.0,5,18,30
2635,2,1.0,1.0,1.0,60.0,6,62,9
5367,6,2.0,1.0,2.0,120.0,14,1125,0
3586,3,1.0,1.0,1.0,40.0,1,350,56
2601,4,1.0,1.0,1.0,170.0,4,1125,0
2418,2,1.0,1.0,1.0,85.0,2,1125,3
2943,2,1.0,1.0,1.0,35.0,4,8,5
2632,4,2.0,1.5,2.0,140.0,3,1125,14
3252,2,1.0,1.0,1.0,60.0,2,8,2
7161,2,1.0,0.5,1.0,70.0,2,30,14
5859,2,1.0,1.0,1.0,41.0,3,1125,13
4129,4,1.0,1.0,2.0,60.0,5,30,11
5811,4,0.0,1.0,2.0,79.0,2,365,162
2598,5,1.0,1.5,0.0,85.0,6,1124,111
324,2,1.0,1.0,1.0,65.0,3,365,246
7440,9,4.0,2.0,5.0,385.0,4,1124,80
5564,4,1.0,1.0,2.0,70.0,3,1125,64
2987,4,1.0,1.0,2.0,44.0,2,1125,15
2016,4,2.0,2.0,3.0,280.0,6,120,18
1345,6,2.0,2.0,2.0,150.0,3,15,59
3564,4,2.0,1.0,2.0,80.0,4,15,2
4554,4,1.0,1.0,2.0,100.0,4,21,18
4665,2,1.0,1.0,1.0,80.0,3,14,42
5415,4,1.0,1.0,1.0,48.0,7,10,18
6622,2,1.0,1.0,1.0,75.0,2,1125,1
778,2,1.0,1.0,1.0,145.0,3,35,163
6842,7,2.0,1.0,4.0,137.0,6,1125,10
1532,4,1.0,1.0,2.0,60.0,1,1125,134
4273,3,2.0,1.0,2.0,84.0,5,1125,7
1074,9,4.0,2.5,5.0,380.0,3,1125,89
6180,2,0.0,1.0,1.0,135.0,1,1125,127
6179,2,1.0,1.0,1.0,40.0,7,1125,4
7319,2,1.0,1.0,2.0,95.0,3,1125,30
5552,4,2.0,0.0,2.0,105.0,3,7,8
109,2,1.0,1.5,1.0,71.0,3,730,268
3710,2,1.0,1.0,2.0,70.0,2,1125,142
6772,3,1.0,1.0,1.0,110.0,5,1125,49
3431,2,1.0,1.0,1.0,59.0,2,20,6
126,4,2.0,1.0,2.0,120.0,2,1125,29
3829,6,2.0,1.0,3.0,240.0,3,1125,2
5846,2,1.0,1.0,1.0,42.0,5,1125,9
7150,2,1.0,1.0,1.0,69.0,1,30,235
5621,4,1.0,1.0,2.0,85.0,2,365,81
5656,2,1.0,1.0,2.0,50.0,7,1125,10
6713,4,2.0,1.0,3.0,93.0,3,1125,5
2314,4,1.0,1.0,3.0,135.0,2,15,13
5696,4,1.0,1.0,2.0,52.0,2,15,46
3316,6,2.0,1.0,4.0,210.0,3,365,67
1244,2,1.0,1.0,2.0,60.0,7,21,0
1350,4,1.0,1.0,1.0,220.0,5,15,16
7145,2,1.0,1.0,1.0,75.0,2,1125,26
7029,3,1.0,1.0,2.0,57.0,3,30,39
7215,2,1.0,1.0,1.0,55.0,2,1125,124
2940,4,2.0,1.0,4.0,57.0,5,1125,3
7983,2,1.0,1.5,1.0,32.0,7,30,4
6844,2,1.0,1.0,1.0,52.0,1,1125,10
6614,4,1.0,1.0,2.0,190.0,14,30,24
771,4,1.0,1.0,0.0,90.0,4,90,14
2111,3,1.0,1.0,1.0,140.0,4,30,27
6049,5,1.0,1.0,3.0,249.0,3,1125,32
4593,4,1.0,1.0,2.0,70.0,5,1125,70
4791,2,1.0,1.0,1.0,98.0,4,1125,9
4468,2,1.0,1.0,1.0,90.0,2,1125,1
4963,2,1.0,1.0,1.0,75.0,2,1000,20
7139,3,0.0,1.0,2.0,110.0,1,1125,9
5871,2,0.0,1.0,1.0,70.0,1,1125,0
1553,4,1.0,1.0,2.0,180.0,3,60,64
3071,4,1.0,1.0,1.0,95.0,3,20,3
757,6,2.0,1.5,3.0,80.0,4,16,4
1635,2,1.0,1.0,1.0,140.0,4,1125,11
5134,2,1.0,1.0,1.0,35.0,4,8,8
7424,2,1.0,1.0,1.0,65.0,7,45,61
2517,2,1.0,1.0,1.0,90.0,3,15,35
2220,6,2.0,1.0,1.0,32.0,13,45,6
2823,4,1.0,1.0,2.0,76.0,3,1125,15
550,2,1.0,1.0,1.0,160.0,9,1125,36
882,2,1.0,1.0,4.0,120.0,3,1125,52
4585,2,1.0,1.0,1.0,150.0,2,1125,49
4804,2,0.0,1.0,2.0,75.0,3,1125,170
7812,3,2.0,1.5,2.0,99.0,3,1125,16
3566,2,1.0,1.0,1.0,115.0,5,500,53
2161,2,1.0,1.0,0.0,50.0,7,365,16
1761,1,1.0,1.0,1.0,50.0,14,500,11
4212,1,1.0,1.0,2.0,35.0,2,15,14
5268,6,2.0,1.5,3.0,150.0,4,1125,8
4209,2,1.0,1.0,1.0,95.0,1,1125,227
3054,6,2.0,1.0,0.0,125.0,2,1125,127
6958,4,1.0,1.0,2.0,176.0,30,1125,1
38,2,1.0,1.0,1.0,63.0,7,372,133
721,2,1.0,1.0,0.0,69.0,7,30,31
2257,3,1.0,1.0,2.0,50.0,2,60,1
2204,4,1.0,1.0,1.0,55.0,2,1125,13
3028,2,0.0,1.0,1.0,144.0,3,1125,1
2227,2,1.0,1.0,1.0,66.0,2,14,123
2334,3,1.0,1.0,1.0,200.0,4,30,14
1680,3,1.0,1.5,2.0,410.0,5,365,77
5974,4,1.0,1.0,1.0,75.0,1,1125,15
7855,2,0.0,1.0,1.0,75.0,8,1125,3
4766,1,1.0,1.0,1.0,40.0,2,31,12
505,2,1.0,1.0,1.0,85.0,1,4,38
6628,2,0.0,1.0,1.0,37.0,3,1125,39
7142,2,1.0,1.0,1.0,150.0,7,1125,5
5315,2,0.0,1.0,1.0,90.0,6,330,11
3029,3,1.0,1.0,2.0,64.0,3,365,11
1780,2,1.0,1.0,0.0,160.0,4,30,199
3503,2,1.0,1.0,1.0,100.0,5,65,40
7080,2,1.0,1.0,1.0,90.0,4,365,24
1736,5,2.0,1.0,3.0,150.0,7,1124,17
4392,2,1.0,1.0,1.0,50.0,2,20,0
6040,5,2.0,2.0,3.0,195.0,4,1125,14
678,4,1.0,1.0,2.0,105.0,2,30,74
5292,4,1.0,1.0,2.0,60.0,1,1125,1
2176,2,1.0,1.0,1.0,80.0,2,21,72
5124,1,1.0,1.5,1.0,20.0,30,1125,8
4171,2,0.0,1.0,1.0,104.0,90,365,3
2021,4,2.0,1.0,2.0,165.0,3,90,185
6419,2,1.0,1.0,1.0,65.0,3,1125,2
1051,2,1.0,1.0,1.0,110.0,7,30,30
941,2,1.0,1.0,1.0,60.0,1,1125,0
6617,1,1.0,1.0,1.0,40.0,3,1125,58
5982,3,2.0,1.0,2.0,110.0,3,35,11
4454,4,1.0,1.5,1.0,145.0,5,365,93
2842,4,2.0,1.0,3.0,69.0,3,7,11
163,3,1.0,1.0,2.0,125.0,2,10,71
3640,2,0.0,1.0,1.0,89.0,2,1125,397
5296,6,3.0,1.0,3.0,150.0,6,28,7
2592,4,1.0,1.0,1.0,85.0,7,1125,48
279,2,1.0,1.0,1.0,140.0,1,30,1
277,1,1.0,1.0,1.0,74.0,3,730,83
7601,3,1.0,1.0,1.0,100.0,3,30,38
6606,2,1.0,1.0,1.0,180.0,4,7,0
1012,4,2.0,1.0,3.0,80.0,7,365,4
509,5,2.0,1.5,5.0,110.0,1,90,204
3131,1,0.0,1.0,1.0,60.0,2,1125,4
3739,5,2.0,1.0,2.0,270.0,91,1125,13
479,2,1.0,1.0,1.0,72.0,3,14,0
4761,2,0.0,1.0,1.0,58.0,1,1125,41
2353,2,1.0,1.0,1.0,30.0,2,7,28
4611,2,1.0,1.0,1.0,55.0,1,35,57
5860,2,1.0,2.0,1.0,60.0,5,1125,2
2958,2,1.0,1.0,1.0,90.0,4,1125,77
5850,4,1.0,1.0,2.0,65.0,2,1125,1
387,2,1.0,1.0,1.0,45.0,4,60,93
5392,4,1.0,1.0,2.0,89.0,10,28,0
644,2,1.0,1.0,1.0,50.0,4,50,30
6860,2,1.0,1.0,1.0,63.0,6,28,26
6953,2,1.0,1.0,1.0,90.0,2,1125,20
896,2,1.0,1.0,1.0,65.0,2,15,90
4267,2,1.0,1.0,1.0,60.0,4,40,26
4285,2,1.0,1.0,2.0,75.0,1,1125,0
6781,3,1.0,1.0,0.0,178.0,2,30,110
3864,2,1.0,1.0,1.0,65.0,4,365,12
4103,6,4.0,2.0,5.0,380.0,3,10,0
7276,2,0.0,1.0,1.0,68.0,6,365,0
3463,4,2.0,1.0,4.0,160.0,2,1125,298
7250,2,1.0,1.0,1.0,70.0,3,14,4
4832,4,1.0,1.0,2.0,71.0,92,365,0
2318,2,1.0,1.0,2.0,149.0,90,365,0
4211,5,1.0,1.0,5.0,127.0,7,365,61
4102,2,1.0,1.0,2.0,100.0,3,1125,67
5343,3,1.0,1.0,1.0,100.0,5,1125,10
6113,5,1.0,1.0,3.0,100.0,2,1125,156
1409,2,1.0,1.0,1.0,65.0,14,30,1
6141,4,2.0,1.0,3.0,90.0,3,20,11
4710,4,2.0,1.0,2.0,70.0,3,1125,67
7532,4,1.0,1.0,2.0,175.0,1,10,28
7277,4,1.0,1.0,2.0,110.0,60,1125,6
1631,4,1.0,1.0,2.0,130.0,1,1125,222
1167,2,1.0,1.0,1.0,100.0,3,1124,0
2998,6,2.0,1.0,3.0,200.0,5,30,8
7864,3,1.0,1.0,2.0,90.0,3,15,0
6976,4,2.0,2.0,2.0,240.0,7,1125,13
